Date,Open,High,Low,Close,Adj Close,Volume
2014-03-07,146.850006,148.750000,142.600006,144.199997,133.728745,4755544
2014-03-10,143.250000,147.750000,142.399994,143.250000,132.847717,3844105
2014-03-11,143.899994,145.000000,140.199997,142.350006,132.013077,2193842
2014-03-12,141.949997,144.250000,139.149994,141.000000,130.761078,1784700
2014-03-13,141.750000,143.949997,135.350006,137.399994,127.422516,2933071
2014-03-14,135.250000,142.500000,133.050003,141.899994,131.595718,2669219
2014-03-18,143.350006,147.199997,142.500000,144.800003,134.285156,3909046
2014-03-19,145.899994,149.500000,144.699997,148.899994,138.087418,3858094
2014-03-20,148.750000,150.800003,147.250000,149.399994,138.551117,4063767
2014-03-21,150.300003,152.500000,149.399994,151.649994,140.637756,3585557
2014-03-22,null,null,null,null,null,null
2014-03-24,153.500000,154.600006,151.750000,153.250000,142.121582,1824027
2014-03-25,153.250000,159.399994,152.199997,157.449997,146.016556,3069386
2014-03-26,157.800003,162.800003,157.800003,159.199997,147.639465,3140756
2014-03-27,159.800003,159.800003,154.550003,155.149994,143.883545,2368448
2014-03-28,156.000000,162.699997,152.350006,161.850006,150.097076,4383728
2014-03-31,163.399994,164.199997,160.449997,160.899994,149.216003,3017785
2014-04-01,161.250000,161.649994,157.300003,158.500000,146.990311,3330882
2014-04-02,159.149994,164.949997,157.800003,163.050003,151.209930,3940817
2014-04-03,164.000000,166.000000,159.699997,162.149994,150.375244,3152873
2014-04-04,162.300003,163.050003,159.699997,160.800003,149.123291,1458529
2014-04-07,161.000000,161.300003,155.699997,158.750000,147.222153,1475562
2014-04-09,158.300003,164.050003,158.300003,163.500000,151.627228,2164661
2014-04-10,164.600006,170.600006,162.899994,167.050003,154.919449,3757863
2014-04-11,167.949997,173.500000,165.350006,166.500000,154.409378,4727215
2014-04-15,166.500000,168.399994,162.800003,163.899994,151.998169,2679691
2014-04-16,164.699997,166.699997,156.199997,157.399994,145.970169,2899330
2014-04-17,157.899994,168.449997,153.649994,167.199997,155.058533,7084638
2014-04-21,168.649994,173.800003,167.600006,172.350006,159.834564,3581451
2014-04-22,172.500000,176.449997,171.000000,173.350006,160.761948,3664763
2014-04-23,174.000000,174.800003,168.250000,169.899994,157.562454,3615547
2014-04-24,169.899994,169.899994,169.899994,169.899994,157.562454,0
2014-04-25,170.600006,173.199997,161.199997,168.000000,155.800446,2441371
2014-04-28,168.600006,169.300003,163.300003,164.149994,152.230011,2446996
2014-04-29,164.949997,165.399994,156.149994,157.399994,145.970169,2951561
2014-04-30,158.500000,160.250000,148.300003,156.350006,144.996460,3994449
2014-05-02,158.000000,160.699997,154.550003,156.899994,145.506500,1570353
2014-05-05,156.000000,160.000000,154.199997,155.300003,144.022675,2027751
2014-05-06,155.500000,156.699997,151.550003,154.449997,143.234390,2628661
2014-05-07,153.000000,158.199997,153.000000,155.850006,144.532761,3115563
2014-05-08,156.949997,159.699997,154.000000,155.399994,144.115417,2301901
2014-05-09,154.000000,167.800003,154.000000,165.399994,153.389236,3653629
2014-05-12,167.550003,173.250000,164.800003,170.300003,157.933411,2508738
2014-05-13,170.250000,178.850006,168.850006,176.500000,163.683182,3495622
2014-05-14,176.300003,182.500000,175.399994,177.949997,165.027893,2623054
2014-05-15,178.149994,180.000000,171.899994,175.699997,162.941284,2782138
2014-05-16,177.000000,188.000000,175.350006,178.300003,165.352509,3622062
2014-05-19,179.550003,209.399994,179.550003,205.850006,190.901932,5371063
2014-05-20,208.000000,208.899994,194.750000,196.699997,182.416336,2807987
2014-05-21,198.300003,198.649994,187.050003,188.250000,174.579987,3072177
2014-05-22,191.500000,195.199997,185.000000,188.250000,174.579987,3078163
2014-05-23,189.750000,193.800003,187.600006,188.949997,175.229141,2379677
2014-05-26,190.500000,195.000000,161.449997,178.949997,165.955307,4755462
2014-05-27,180.000000,180.449997,169.600006,172.800003,160.251907,3627020
2014-05-28,173.649994,179.500000,173.000000,177.600006,164.703308,3204589
2014-05-29,180.000000,184.399994,177.000000,179.899994,166.836304,2787066
2014-05-30,188.199997,189.750000,183.149994,186.699997,173.142517,3481073
2014-06-02,187.949997,194.899994,184.899994,193.550003,179.495087,2933488
2014-06-03,195.050003,201.000000,195.000000,199.949997,185.430344,4785562
2014-06-04,201.000000,206.399994,198.500000,205.600006,190.670074,3206405
2014-06-05,206.699997,217.000000,202.399994,215.699997,200.036667,5255369
2014-06-06,217.899994,221.399994,215.850006,218.000000,202.169617,3242469
2014-06-09,221.000000,223.899994,218.350006,219.199997,203.282501,2579460
2014-06-10,220.000000,224.899994,213.000000,222.250000,206.111008,3297713
2014-06-11,223.000000,227.750000,216.899994,221.800003,205.693726,4387712
2014-06-12,220.000000,226.899994,217.250000,223.000000,206.806534,3557798
2014-06-13,224.500000,229.449997,216.100006,220.250000,204.256241,3550172
2014-06-16,219.000000,227.250000,208.899994,225.949997,209.542358,3973428
2014-06-17,226.750000,232.000000,221.199997,227.800003,211.257996,3415890
2014-06-18,229.000000,233.449997,221.699997,227.699997,211.165237,2936077
2014-06-19,229.699997,230.800003,216.600006,218.149994,202.308716,3063656
2014-06-20,219.800003,222.699997,213.000000,215.149994,199.526596,2735144
2014-06-23,216.250000,218.649994,210.250000,213.449997,197.950027,2562760
2014-06-24,213.800003,227.000000,213.750000,225.350006,208.985901,3065999
2014-06-25,227.199997,227.199997,220.000000,221.000000,204.951767,2181701
2014-06-26,222.800003,224.000000,213.500000,215.449997,199.804779,2430472
2014-06-27,215.699997,220.300003,212.199997,218.899994,203.004288,2219060
2014-06-30,219.000000,221.649994,216.399994,218.050003,202.216019,2451001
2014-07-01,219.000000,222.399994,217.149994,218.649994,202.772430,2827445
2014-07-02,220.850006,224.699997,220.199997,222.350006,206.203781,3909753
2014-07-03,222.649994,224.449997,217.000000,217.750000,201.937775,1584131
2014-07-04,216.000000,219.149994,210.350006,215.000000,199.387497,3030523
2014-07-07,215.800003,219.300003,212.600006,217.500000,201.705948,2070996
2014-07-08,215.300003,217.449997,193.649994,199.149994,184.688431,3228207
2014-07-09,200.000000,208.000000,190.800003,200.399994,185.847672,5133835
2014-07-10,200.600006,213.600006,193.199997,201.449997,186.821426,4096172
2014-07-11,199.850006,202.350006,181.550003,185.449997,171.983261,4810649
2014-07-14,183.649994,192.399994,180.000000,188.649994,174.950912,2781895
2014-07-15,190.000000,204.399994,190.000000,202.850006,188.119781,3883236
2014-07-16,204.750000,205.300003,197.199997,202.649994,187.934280,1924515
2014-07-17,203.649994,212.350006,202.800003,211.750000,196.373505,3116038
2014-07-18,210.699997,210.699997,204.399994,207.949997,192.849411,1499674
2014-07-21,209.000000,211.350006,204.250000,205.000000,190.113663,1073193
2014-07-22,205.949997,210.449997,201.100006,202.899994,188.166122,1641959
2014-07-23,203.750000,205.899994,196.350006,201.399994,186.775070,1475177
2014-07-24,200.000000,200.000000,192.100006,193.750000,179.680603,3004483
2014-07-25,193.050003,195.350006,185.550003,188.100006,174.440872,2733865
2014-07-28,188.199997,192.300003,186.100006,188.949997,175.229141,1996413
2014-07-30,189.500000,194.899994,186.050003,194.149994,180.051498,2732346
2014-07-31,194.250000,196.500000,190.050003,192.250000,178.289474,1888085
2014-08-01,188.600006,194.399994,187.949997,190.750000,176.898422,1931719
2014-08-04,192.399994,203.399994,191.600006,201.399994,186.775070,2541852
2014-08-05,202.800003,202.949997,196.000000,197.399994,183.065521,1717209
2014-08-06,197.399994,201.800003,195.550003,199.449997,184.966644,4297418
2014-08-07,200.000000,211.199997,199.699997,209.500000,194.286896,5055925
2014-08-08,205.449997,205.500000,196.199997,197.649994,183.516357,2163319
2014-08-11,199.000000,206.199997,198.550003,205.199997,190.526489,1975130
2014-08-12,206.100006,207.899994,202.750000,207.100006,192.290634,1401929
2014-08-13,207.449997,211.800003,198.250000,203.250000,188.715927,3434176
2014-08-14,212.250000,222.800003,209.149994,221.199997,205.382339,10578537
2014-08-18,222.850006,239.199997,221.000000,237.399994,220.423904,11264790
2014-08-19,238.500000,239.350006,229.500000,232.800003,216.152847,4418943
2014-08-20,230.350006,241.000000,230.350006,238.699997,221.630920,4643339
2014-08-21,240.000000,241.949997,237.399994,240.149994,222.977280,3287183
2014-08-22,243.250000,245.350006,236.100006,237.300003,220.331100,2626890
2014-08-25,238.399994,239.600006,230.550003,231.500000,214.945831,2401470
2014-08-26,231.399994,242.449997,229.050003,240.600006,223.395065,3942979
2014-08-27,242.949997,244.600006,238.000000,241.100006,223.859329,2914310
2014-08-28,242.699997,245.600006,237.199997,244.649994,227.155472,3420436
2014-09-01,247.699997,252.000000,246.000000,249.550003,231.705093,2869727
2014-09-02,250.699997,252.500000,245.550003,247.000000,229.337418,2182282
2014-09-03,248.699997,252.250000,245.199997,248.300003,230.544464,2333837
2014-09-04,248.600006,249.899994,244.100006,248.100006,230.358780,1821886
2014-09-05,248.000000,262.850006,247.600006,260.200012,241.593506,5871156
2014-09-08,260.549988,266.000000,256.250000,263.000000,244.193314,3972728
2014-09-09,262.799988,265.399994,259.100006,261.350006,242.661285,1780042
2014-09-10,260.850006,271.200012,258.549988,266.250000,247.210922,4874382
2014-09-11,267.549988,269.000000,262.600006,264.399994,245.493179,2557561
2014-09-12,264.500000,268.299988,256.700012,258.000000,239.550827,2765021
2014-09-15,256.500000,256.500000,244.250000,246.850006,229.198166,3950236
2014-09-16,246.800003,248.649994,231.100006,233.399994,216.709961,6282166
2014-09-17,235.300003,242.899994,228.149994,242.050003,224.741394,3868049
2014-09-18,241.000000,247.949997,238.100006,247.050003,229.383865,2551834
2014-09-19,247.800003,249.699997,236.149994,238.649994,221.584518,5077258
2014-09-22,236.000000,244.699997,233.000000,240.850006,223.627213,2527348
2014-09-23,238.550003,240.449997,230.000000,230.750000,214.249451,2320569
2014-09-24,232.100006,233.600006,218.000000,222.350006,206.450134,3142961
2014-09-25,223.100006,227.699997,218.600006,221.649994,205.800171,2998514
2014-09-26,219.399994,242.100006,219.050003,238.649994,221.584518,4411669
2014-09-29,239.199997,244.300003,236.750000,239.949997,222.791580,2997231
2014-09-30,237.600006,246.949997,237.600006,241.600006,224.323578,3532385
2014-10-01,239.199997,244.699997,238.000000,243.350006,225.948441,1987790
2014-10-07,241.000000,244.800003,230.600006,232.399994,215.781433,1989337
2014-10-08,232.399994,237.149994,227.899994,231.199997,214.667267,2379095
2014-10-09,234.399994,239.850006,233.000000,237.550003,220.563202,2452276
2014-10-10,234.949997,234.949997,225.149994,226.800003,210.581909,1780030
2014-10-13,225.000000,239.250000,220.000000,237.500000,220.516769,2632889
2014-10-14,239.000000,239.500000,232.199997,233.649994,216.942062,2153534
2014-10-15,233.649994,233.649994,233.649994,233.649994,216.942062,0
2014-10-16,231.300003,233.500000,218.850006,220.500000,204.732407,2071325
2014-10-17,220.000000,231.899994,220.000000,230.100006,213.645905,3197236
2014-10-20,234.800003,238.000000,229.000000,231.800003,215.224380,1789663
2014-10-21,232.000000,237.750000,231.500000,233.300003,216.617111,1518627
2014-10-22,236.399994,243.000000,235.350006,242.000000,224.694992,2502941
2014-10-27,242.100006,249.399994,237.550003,245.300003,227.759003,3126078
2014-10-28,245.949997,251.449997,244.649994,246.850006,229.198166,2237946
2014-10-29,248.699997,250.399994,243.750000,246.600006,228.966049,1621018
2014-10-30,247.000000,249.149994,242.500000,247.100006,229.430298,2668488
2014-10-31,248.899994,254.000000,246.149994,251.399994,233.422791,1809079
2014-11-03,250.699997,256.799988,249.050003,251.649994,233.654922,1562201
2014-11-05,252.800003,256.200012,248.500000,250.449997,232.540726,1337952
2014-11-07,250.000000,252.500000,244.149994,246.800003,229.151733,1660111
2014-11-10,248.000000,260.250000,245.699997,258.850006,240.340057,2939938
2014-11-11,261.600006,264.000000,251.850006,255.449997,237.183212,2364777
2014-11-12,256.250000,260.950012,252.100006,255.199997,236.951080,2027167
2014-11-13,256.799988,261.600006,249.699997,254.649994,236.440384,2686062
2014-11-14,257.000000,272.299988,255.000000,271.549988,252.131851,5920274
2014-11-17,271.950012,279.950012,269.250000,279.149994,259.188446,4570809
2014-11-18,280.000000,280.899994,270.750000,272.299988,252.828278,2312858
2014-11-19,274.000000,279.500000,265.500000,266.899994,247.814362,2922698
2014-11-20,265.700012,269.500000,261.000000,264.000000,245.121780,2029279
2014-11-21,265.299988,280.399994,264.500000,276.899994,257.099365,5603848
2014-11-24,279.899994,286.450012,272.299988,275.149994,255.474442,4303497
2014-11-25,275.799988,275.950012,256.700012,270.649994,251.296265,3729491
2014-11-26,271.000000,277.450012,267.000000,275.149994,255.474442,1862491
2014-11-27,276.000000,276.549988,269.299988,273.399994,253.849625,1599119
2014-11-28,274.000000,277.200012,269.600006,270.549988,251.203400,3083585
2014-12-01,271.200012,275.000000,265.299988,269.200012,249.949966,2131085
2014-12-02,268.950012,271.000000,263.250000,270.149994,250.832001,1362028
2014-12-03,269.500000,280.000000,269.450012,278.549988,258.631317,2043675
2014-12-04,281.500000,284.500000,276.700012,281.399994,261.277496,2276863
2014-12-05,282.500000,285.350006,279.549988,282.450012,262.252472,2287032
2014-12-08,284.149994,285.000000,271.600006,273.450012,253.896042,1747520
2014-12-09,273.200012,274.700012,263.100006,264.700012,245.771774,2947003
2014-12-10,265.000000,271.600006,261.700012,268.700012,249.485703,2726514
2014-12-11,267.850006,275.399994,263.799988,266.450012,247.396606,2932887
2014-12-12,268.350006,268.899994,259.000000,260.799988,242.150574,1497703
2014-12-15,255.550003,259.000000,248.250000,251.899994,233.887009,3067237
2014-12-16,249.399994,255.949997,245.449997,247.649994,229.940964,2359099
2014-12-17,247.000000,250.600006,238.199997,240.750000,223.534363,2045604
2014-12-18,244.100006,249.500000,238.300003,243.600006,226.180588,3527352
2014-12-19,249.000000,255.600006,247.199997,249.300003,231.472961,2441139
2014-12-22,251.000000,251.600006,246.100006,250.100006,232.215775,1432724
2014-12-23,248.600006,250.800003,238.300003,240.050003,222.884384,2108987
2014-12-24,239.000000,240.000000,232.899994,234.800003,218.009811,4939201
2014-12-26,234.649994,239.800003,234.649994,237.949997,220.934601,1259892
2014-12-29,238.699997,241.350006,233.199997,235.199997,218.381241,1866849
2014-12-30,235.600006,241.199997,231.550003,239.949997,222.791580,2235101
2014-12-31,238.000000,243.750000,236.250000,242.500000,225.159210,2211342
2015-01-01,242.500000,243.350006,239.649994,240.800003,223.580780,856386
2015-01-02,239.199997,248.399994,239.199997,245.649994,228.083954,2630409
2015-01-05,246.000000,251.199997,244.100006,245.850006,228.269684,1975993
2015-01-06,244.399994,244.399994,235.199997,237.350006,220.377502,1951719
2015-01-07,236.300003,238.850006,227.000000,229.449997,213.042435,2337628
2015-01-08,233.800003,244.699997,233.649994,243.350006,225.948441,2362344
2015-01-09,246.800003,246.899994,242.100006,246.000000,228.408951,1946824
2015-01-12,246.000000,248.250000,243.100006,245.899994,228.316101,1292914
2015-01-13,245.000000,247.300003,239.750000,242.050003,224.741394,2700501
2015-01-14,242.000000,248.500000,241.600006,247.750000,230.033798,4226479
2015-01-15,249.100006,254.899994,245.350006,253.449997,235.326187,4586490
2015-01-16,252.199997,257.799988,249.000000,255.500000,237.229614,4723648
2015-01-19,255.500000,259.799988,251.000000,252.800003,234.722672,1730618
2015-01-20,253.000000,257.399994,252.699997,253.800003,235.651154,2274423
2015-01-21,253.000000,257.700012,251.300003,256.250000,237.925995,1557715
2015-01-22,255.000000,263.950012,250.199997,253.050003,234.954819,2169145
2015-01-23,254.800003,259.000000,252.149994,256.750000,238.390244,1957883
2015-01-27,258.049988,263.799988,255.300003,261.200012,242.522018,2484973
2015-01-28,261.000000,274.899994,261.000000,273.950012,254.360260,4859650
2015-01-29,274.899994,277.500000,270.850006,276.000000,256.263702,1572737
2015-01-30,277.200012,278.450012,265.500000,268.600006,249.392822,1500375
2015-02-02,265.549988,268.399994,261.700012,266.250000,247.210922,988993
2015-02-03,267.500000,275.500000,266.450012,269.600006,250.321350,1408831
2015-02-04,271.649994,283.000000,261.250000,276.399994,256.635040,2745766
2015-02-05,276.350006,277.149994,261.000000,262.850006,244.054047,1557908
2015-02-06,263.500000,269.500000,258.299988,265.299988,246.328781,1337997
2015-02-09,263.299988,263.299988,250.250000,253.250000,235.140488,1320974
2015-02-10,252.449997,262.399994,250.500000,258.700012,240.200775,1249810
2015-02-11,261.000000,266.399994,254.699997,264.700012,245.771774,1636716
2015-02-12,253.000000,259.000000,248.500000,257.100006,238.715225,4874754
2015-02-13,258.000000,261.899994,255.199997,256.250000,237.925995,1441296
2015-02-16,257.250000,258.000000,248.449997,249.550003,231.705093,1802301
2015-02-18,248.899994,253.350006,245.100006,250.500000,232.587143,1989970
2015-02-19,253.449997,263.000000,249.300003,260.100006,241.500702,2377226
2015-02-20,261.000000,265.000000,256.549988,259.649994,241.082855,2018659
2015-02-23,260.600006,261.799988,250.000000,253.050003,234.954819,1739544
2015-02-24,253.000000,256.000000,250.699997,252.750000,234.676254,1993659
2015-02-25,253.500000,256.399994,251.050003,254.600006,236.393936,1885616
2015-02-26,255.100006,256.500000,248.199997,251.649994,233.654922,1709508
2015-02-27,253.550003,257.700012,249.649994,256.200012,237.879547,2712519
2015-02-28,null,null,null,null,null,null
2015-03-02,256.000000,275.500000,253.350006,273.149994,253.617493,4998186
2015-03-03,276.000000,276.899994,267.850006,271.649994,252.224747,2096411
2015-03-04,274.899994,280.899994,263.250000,267.100006,248.000137,2884915
2015-03-05,265.049988,270.250000,261.899994,265.549988,246.560928,1208351
2015-03-09,264.000000,264.899994,256.000000,257.799988,239.365143,1080396
2015-03-10,257.049988,267.799988,255.100006,262.000000,243.264832,1693017
2015-03-11,260.000000,271.450012,257.399994,268.950012,249.717850,1578771
2015-03-12,269.049988,289.549988,269.000000,287.450012,266.894928,3649799
2015-03-13,290.000000,301.399994,284.549988,289.000000,268.334045,11904665
2015-03-16,291.549988,291.799988,276.649994,280.850006,260.766876,2813044
2015-03-17,281.950012,287.350006,275.200012,280.799988,260.720428,2624359
2015-03-18,280.950012,285.399994,278.450012,280.450012,260.395508,1822364
2015-03-19,282.500000,289.299988,271.649994,273.799988,254.220993,2639502
2015-03-20,276.000000,280.899994,273.450012,275.250000,255.567307,2443487
2015-03-23,277.799988,280.500000,272.450012,274.299988,254.685257,1339069
2015-03-24,275.000000,281.399994,274.549988,278.000000,258.120697,1840778
2015-03-25,279.000000,282.750000,276.549988,281.350006,261.231140,1946125
2015-03-26,281.000000,284.000000,272.049988,273.299988,253.756775,2849587
2015-03-27,275.600006,277.399994,265.049988,274.799988,255.149506,1450548
2015-03-30,278.799988,282.399994,274.500000,279.950012,259.931183,1079416
2015-03-31,281.399994,285.850006,276.200012,279.850006,259.838409,1344947
2015-04-01,279.899994,285.000000,277.200012,283.700012,263.413147,961772
2015-04-06,286.000000,288.000000,279.000000,284.600006,264.248688,1768320
2015-04-07,286.149994,295.500000,280.600006,293.049988,272.094452,2914809
2015-04-08,295.000000,301.000000,291.350006,294.399994,273.347931,3337319
2015-04-09,295.500000,299.500000,290.649994,293.500000,272.512238,2141273
2015-04-10,294.000000,307.649994,293.000000,306.049988,284.164886,3551955
2015-04-13,307.850006,310.299988,302.200012,303.350006,281.657898,2534441
2015-04-15,303.000000,309.750000,296.500000,300.500000,279.011780,2479661
2015-04-16,300.500000,302.000000,289.399994,292.000000,271.119568,1899870
2015-04-17,292.299988,299.299988,290.549988,295.149994,274.044312,1637036
2015-04-20,294.200012,295.149994,282.350006,288.350006,267.730560,1625832
2015-04-21,288.200012,298.500000,287.000000,291.950012,271.073120,1902639
2015-04-22,292.100006,297.000000,284.149994,286.600006,266.105713,2322220
2015-04-23,288.000000,291.799988,286.549988,288.950012,268.287659,1250570
2015-04-24,289.350006,289.950012,277.799988,279.899994,259.884766,1329835
2015-04-27,280.799988,280.950012,258.250000,265.450012,246.468079,2752267
2015-04-28,266.000000,278.399994,262.549988,275.350006,255.660172,1473227
2015-04-29,276.299988,277.399994,271.000000,273.250000,253.710342,1089030
2015-04-30,271.950012,284.649994,268.549988,281.100006,260.999023,2613720
2015-05-04,281.899994,286.250000,281.000000,284.600006,264.248688,867550
2015-05-05,281.000000,292.799988,281.000000,289.000000,268.334045,1465400
2015-05-06,287.000000,288.299988,272.000000,276.100006,256.356567,1766138
2015-05-07,276.000000,276.000000,261.299988,267.049988,247.953705,1521348
2015-05-08,271.000000,282.450012,271.000000,281.450012,261.324036,1546096
2015-05-11,282.850006,285.500000,277.450012,281.500000,261.370453,1470409
2015-05-12,281.000000,281.799988,273.799988,275.250000,255.567307,855977
2015-05-13,276.899994,282.350006,270.399994,280.100006,260.070526,2121973
2015-05-14,281.000000,284.299988,276.799988,281.700012,261.556091,1409749
2015-05-15,284.000000,293.950012,284.000000,290.700012,269.912506,2440949
2015-05-18,292.750000,295.750000,291.750000,293.899994,272.883698,1393084
2015-05-19,293.950012,298.600006,290.750000,294.049988,273.022949,1565215
2015-05-20,296.000000,297.899994,294.100006,295.299988,274.183594,994927
2015-05-21,295.250000,297.250000,286.350006,288.549988,267.916260,1640867
2015-05-22,300.049988,321.000000,300.049988,318.899994,296.095978,14060344
2015-05-25,318.799988,326.799988,312.799988,324.899994,301.666901,4248542
2015-05-26,325.000000,347.799988,321.299988,344.149994,319.540405,7061301
2015-05-27,338.000000,345.799988,334.250000,336.850006,312.762390,3963828
2015-05-28,337.299988,342.450012,328.549988,330.500000,306.866486,3939183
2015-05-29,330.000000,337.700012,328.049988,332.950012,309.141235,2461954
2015-06-01,332.000000,342.250000,329.850006,337.950012,313.783752,4668717
2015-06-02,337.500000,338.299988,326.600006,330.250000,306.634399,1978797
2015-06-03,329.950012,333.649994,322.500000,330.350006,306.727203,2236756
2015-06-04,331.500000,336.649994,325.350006,331.100006,307.423584,2142962
2015-06-05,330.299988,336.500000,329.350006,332.450012,308.677032,1464795
2015-06-08,332.000000,334.200012,324.100006,326.399994,303.059662,1208877
2015-06-09,325.500000,331.450012,325.500000,328.399994,304.916656,2064434
2015-06-10,330.000000,348.350006,329.399994,343.049988,318.519073,4401317
2015-06-11,346.000000,347.850006,331.100006,333.049988,309.234131,3037870
2015-06-12,333.049988,334.799988,325.399994,329.799988,306.216522,1608839
2015-06-15,330.250000,336.250000,329.549988,330.700012,307.052185,1133885
2015-06-16,331.500000,332.649994,324.299988,330.700012,307.052185,1499546
2015-06-17,331.899994,340.399994,331.750000,338.549988,314.340881,2823822
2015-06-18,341.000000,344.700012,337.850006,340.850006,316.476349,1407716
2015-06-19,342.850006,344.250000,334.750000,337.399994,313.273010,1094754
2015-06-22,338.500000,356.200012,336.500000,352.299988,327.107544,3173337
2015-06-23,354.000000,359.899994,352.250000,358.500000,332.864288,2856554
2015-06-24,358.899994,359.000000,335.399994,338.750000,314.526520,4438388
2015-06-25,336.700012,342.250000,331.200012,338.750000,314.526520,4670342
2015-06-26,337.799988,340.799988,334.950012,338.000000,313.830200,1517644
2015-06-29,332.750000,332.750000,323.649994,328.950012,305.427338,1887833
2015-06-30,323.000000,325.950012,313.500000,315.299988,292.753418,4053711
2015-07-01,316.700012,323.399994,315.000000,322.250000,299.206451,2906685
2015-07-02,323.899994,329.000000,319.049988,320.350006,297.442261,2383139
2015-07-03,322.799988,325.299988,315.299988,317.000000,294.331848,1978161
2015-07-06,312.000000,322.600006,311.100006,321.600006,298.602905,1342494
2015-07-07,321.200012,325.350006,317.000000,318.450012,295.678192,1224161
